CD_MEDICAMENT;NOM_MEDICAMENT;CONDIT_MEDICAMENT;CATG_MEDICAMENT;MARQUE_FABRI
958;Medicament958;Cond2;CategoryMed32;MarqueMed12
959;Medicament959;Cond5;CategoryMed8;MarqueMed15
960;Medicament960;Cond8;CategoryMed3;MarqueMed8
961;Medicament961;Cond13;CategoryMed4;MarqueMed10
962;Medicament962;Cond13;CategoryMed6;MarqueMed2
963;Medicament963;Cond6;CategoryMed41;MarqueMed7
964;Medicament964;Cond7;CategoryMed48;MarqueMed21
965;Medicament965;Cond9;CategoryMed42;MarqueMed14
966;Medicament966;Cond12;CategoryMed22;MarqueMed6
967;Medicament967;Cond8;CategoryMed36;MarqueMed23
968;Medicament968;Cond1;CategoryMed3;MarqueMed22
969;Medicament969;Cond9;CategoryMed11;MarqueMed23
970;Medicament970;Cond10;CategoryMed9;MarqueMed18
971;Medicament971;Cond2;CategoryMed36;MarqueMed20
972;Medicament972;Cond2;CategoryMed5;MarqueMed2
973;Medicament973;Cond7;CategoryMed47;MarqueMed5
974;Medicament974;Cond13;CategoryMed16;MarqueMed21
975;Medicament975;Cond8;CategoryMed50;MarqueMed11
976;Medicament976;Cond9;CategoryMed31;MarqueMed15
977;Medicament977;Cond4;CategoryMed24;MarqueMed21
978;Medicament978;Cond2;CategoryMed45;MarqueMed3
979;Medicament979;Cond1;CategoryMed9;MarqueMed6
980;Medicament980;Cond10;CategoryMed19;MarqueMed20
981;Medicament981;Cond10;CategoryMed33;MarqueMed8
982;Medicament982;Cond12;CategoryMed30;MarqueMed21
983;Medicament983;Cond5;CategoryMed47;MarqueMed16
984;Medicament984;Cond11;CategoryMed9;MarqueMed5
985;Medicament985;Cond5;CategoryMed43;MarqueMed9
986;Medicament986;Cond8;CategoryMed32;MarqueMed8
987;Medicament987;Cond9;CategoryMed44;MarqueMed10
988;Medicament988;Cond4;CategoryMed28;MarqueMed9
989;Medicament989;Cond10;CategoryMed32;MarqueMed3
990;Medicament990;Cond11;CategoryMed33;MarqueMed19
991;Medicament991;Cond1;CategoryMed2;MarqueMed4
992;Medicament992;Cond2;CategoryMed26;MarqueMed6
993;Medicament993;Cond2;CategoryMed44;MarqueMed1
994;Medicament994;Cond12;CategoryMed44;MarqueMed13
995;Medicament995;Cond8;CategoryMed25;MarqueMed8
996;Medicament996;Cond5;CategoryMed33;MarqueMed19
997;Medicament997;Cond3;CategoryMed48;MarqueMed20
998;Medicament998;Cond1;CategoryMed38;MarqueMed5
999;Medicament999;Cond6;CategoryMed43;MarqueMed6
1000;Medicament1000;Cond6;CategoryMed46;MarqueMed3
1001;Medicament1001;Cond1;CategoryMed17;MarqueMed14
1002;Medicament1002;Cond11;CategoryMed47;MarqueMed12
1003;Medicament1003;Cond7;CategoryMed41;MarqueMed8
1004;Medicament1004;Cond8;CategoryMed3;MarqueMed10
1005;Medicament1005;Cond4;CategoryMed1;MarqueMed17
1006;Medicament1006;Cond9;CategoryMed46;MarqueMed15
1007;Medicament1007;Cond10;CategoryMed32;MarqueMed5
1008;Medicament1008;Cond8;CategoryMed12;MarqueMed1
1009;Medicament1009;Cond10;CategoryMed1;MarqueMed10
1010;Medicament1010;Cond1;CategoryMed41;MarqueMed3
1011;Medicament1011;Cond13;CategoryMed25;MarqueMed9
1012;Medicament1012;Cond7;CategoryMed8;MarqueMed15
1013;Medicament1013;Cond4;CategoryMed15;MarqueMed1
1014;Medicament1014;Cond10;CategoryMed28;MarqueMed13
1015;Medicament1015;Cond10;CategoryMed13;MarqueMed17
1016;Medicament1016;Cond9;CategoryMed19;MarqueMed19
1017;Medicament1017;Cond9;CategoryMed22;MarqueMed17
1018;Medicament1018;Cond8;CategoryMed11;MarqueMed12
1019;Medicament1019;Cond11;CategoryMed1;MarqueMed12
1020;Medicament1020;Cond3;CategoryMed26;MarqueMed21
1021;Medicament1021;Cond1;CategoryMed41;MarqueMed13
1022;Medicament1022;Cond12;CategoryMed16;MarqueMed10
1023;Medicament1023;Cond1;CategoryMed32;MarqueMed20
1024;Medicament1024;Cond1;CategoryMed9;MarqueMed18
1025;Medicament1025;Cond13;CategoryMed46;MarqueMed1
1026;Medicament1026;Cond7;CategoryMed19;MarqueMed1
1027;Medicament1027;Cond4;CategoryMed31;MarqueMed9
1028;Medicament1028;Cond6;CategoryMed33;MarqueMed23
1029;Medicament1029;Cond10;CategoryMed44;MarqueMed18
1030;Medicament1030;Cond12;CategoryMed22;MarqueMed22
1031;Medicament1031;Cond6;CategoryMed44;MarqueMed3
1032;Medicament1032;Cond11;CategoryMed12;MarqueMed21
1033;Medicament1033;Cond1;CategoryMed29;MarqueMed3
1034;Medicament1034;Cond12;CategoryMed42;MarqueMed12
1035;Medicament1035;Cond10;CategoryMed36;MarqueMed3
1036;Medicament1036;Cond12;CategoryMed19;MarqueMed19
1037;Medicament1037;Cond4;CategoryMed34;MarqueMed17
1038;Medicament1038;Cond11;CategoryMed19;MarqueMed17
1039;Medicament1039;Cond10;CategoryMed22;MarqueMed12
1040;Medicament1040;Cond10;CategoryMed1;MarqueMed19
1041;Medicament1041;Cond12;CategoryMed44;MarqueMed16
1042;Medicament1042;Cond6;CategoryMed26;MarqueMed4
1043;Medicament1043;Cond8;CategoryMed33;MarqueMed3
1044;Medicament1044;Cond12;CategoryMed5;MarqueMed22
1045;Medicament1045;Cond8;CategoryMed18;MarqueMed14
1046;Medicament1046;Cond5;CategoryMed48;MarqueMed11
1047;Medicament1047;Cond12;CategoryMed14;MarqueMed18
1048;Medicament1048;Cond4;CategoryMed49;MarqueMed9
1049;Medicament1049;Cond3;CategoryMed41;MarqueMed15
1050;Medicament1050;Cond4;CategoryMed11;MarqueMed1
1051;Medicament1051;Cond4;CategoryMed28;MarqueMed23
1052;Medicament1052;Cond3;CategoryMed20;MarqueMed1
1053;Medicament1053;Cond2;CategoryMed17;MarqueMed5
1054;Medicament1054;Cond4;CategoryMed21;MarqueMed20
1055;Medicament1055;Cond9;CategoryMed37;MarqueMed8
1056;Medicament1056;Cond8;CategoryMed25;MarqueMed2
1057;Medicament1057;Cond9;CategoryMed5;MarqueMed10
1058;Medicament1058;Cond4;CategoryMed15;MarqueMed20
1059;Medicament1059;Cond8;CategoryMed10;MarqueMed18
1060;Medicament1060;Cond2;CategoryMed10;MarqueMed10
1061;Medicament1061;Cond2;CategoryMed39;MarqueMed15
1062;Medicament1062;Cond13;CategoryMed10;MarqueMed17
1063;Medicament1063;Cond13;CategoryMed37;MarqueMed16
1064;Medicament1064;Cond1;CategoryMed4;MarqueMed20
1065;Medicament1065;Cond10;CategoryMed35;MarqueMed11
1066;Medicament1066;Cond10;CategoryMed23;MarqueMed21
1067;Medicament1067;Cond2;CategoryMed2;MarqueMed10
1068;Medicament1068;Cond10;CategoryMed44;MarqueMed3
1069;Medicament1069;Cond5;CategoryMed13;MarqueMed8
1070;Medicament1070;Cond5;CategoryMed46;MarqueMed2
1071;Medicament1071;Cond12;CategoryMed50;MarqueMed15
1072;Medicament1072;Cond5;CategoryMed30;MarqueMed7
1073;Medicament1073;Cond9;CategoryMed18;MarqueMed15
1074;Medicament1074;Cond11;CategoryMed35;MarqueMed1
1075;Medicament1075;Cond13;CategoryMed22;MarqueMed9
1076;Medicament1076;Cond11;CategoryMed45;MarqueMed22
1077;Medicament1077;Cond7;CategoryMed34;MarqueMed3
1078;Medicament1078;Cond4;CategoryMed20;MarqueMed13
1079;Medicament1079;Cond5;CategoryMed25;MarqueMed12
1080;Medicament1080;Cond5;CategoryMed12;MarqueMed7
1081;Medicament1081;Cond3;CategoryMed30;MarqueMed15
1082;Medicament1082;Cond6;CategoryMed41;MarqueMed14
1083;Medicament1083;Cond6;CategoryMed4;MarqueMed6
1084;Medicament1084;Cond6;CategoryMed47;MarqueMed23
1085;Medicament1085;Cond3;CategoryMed6;MarqueMed15
1086;Medicament1086;Cond4;CategoryMed43;MarqueMed9
1087;Medicament1087;Cond1;CategoryMed13;MarqueMed21
1088;Medicament1088;Cond9;CategoryMed18;MarqueMed17
1089;Medicament1089;Cond7;CategoryMed46;MarqueMed10
1090;Medicament1090;Cond8;CategoryMed17;MarqueMed18
1091;Medicament1091;Cond1;CategoryMed41;MarqueMed22
1092;Medicament1092;Cond7;CategoryMed1;MarqueMed20
1093;Medicament1093;Cond2;CategoryMed50;MarqueMed4
1094;Medicament1094;Cond7;CategoryMed24;MarqueMed11
1095;Medicament1095;Cond9;CategoryMed43;MarqueMed12
1096;Medicament1096;Cond11;CategoryMed26;MarqueMed19
1097;Medicament1097;Cond11;CategoryMed41;MarqueMed18
1098;Medicament1098;Cond3;CategoryMed46;MarqueMed20
1099;Medicament1099;Cond6;CategoryMed8;MarqueMed16
1100;Medicament1100;Cond6;CategoryMed24;MarqueMed6
1101;Medicament1101;Cond2;CategoryMed25;MarqueMed8
1102;Medicament1102;Cond8;CategoryMed23;MarqueMed21
1103;Medicament1103;Cond2;CategoryMed44;MarqueMed1
1104;Medicament1104;Cond5;CategoryMed35;MarqueMed1
1105;Medicament1105;Cond4;CategoryMed9;MarqueMed2
1106;Medicament1106;Cond6;CategoryMed7;MarqueMed9
1107;Medicament1107;Cond4;CategoryMed39;MarqueMed1
1108;Medicament1108;Cond5;CategoryMed40;MarqueMed18
1109;Medicament1109;Cond13;CategoryMed15;MarqueMed9
1110;Medicament1110;Cond5;CategoryMed17;MarqueMed13
1111;Medicament1111;Cond3;CategoryMed1;MarqueMed12
1112;Medicament1112;Cond1;CategoryMed20;MarqueMed5
1113;Medicament1113;Cond5;CategoryMed17;MarqueMed19
1114;Medicament1114;Cond3;CategoryMed13;MarqueMed2
1115;Medicament1115;Cond6;CategoryMed22;MarqueMed17
1116;Medicament1116;Cond4;CategoryMed24;MarqueMed9
1117;Medicament1117;Cond13;CategoryMed50;MarqueMed15
1118;Medicament1118;Cond4;CategoryMed48;MarqueMed14
1119;Medicament1119;Cond2;CategoryMed41;MarqueMed1
1120;Medicament1120;Cond5;CategoryMed17;MarqueMed5
1121;Medicament1121;Cond7;CategoryMed32;MarqueMed20
1122;Medicament1122;Cond2;CategoryMed47;MarqueMed8
1123;Medicament1123;Cond12;CategoryMed43;MarqueMed2
1124;Medicament1124;Cond2;CategoryMed50;MarqueMed20
1125;Medicament1125;Cond6;CategoryMed18;MarqueMed7
1126;Medicament1126;Cond7;CategoryMed26;MarqueMed20
1127;Medicament1127;Cond6;CategoryMed49;MarqueMed5
1128;Medicament1128;Cond3;CategoryMed42;MarqueMed13
1129;Medicament1129;Cond8;CategoryMed50;MarqueMed3
1130;Medicament1130;Cond1;CategoryMed3;MarqueMed7
1131;Medicament1131;Cond2;CategoryMed2;MarqueMed10
1132;Medicament1132;Cond13;CategoryMed44;MarqueMed21
1133;Medicament1133;Cond4;CategoryMed5;MarqueMed21
1134;Medicament1134;Cond7;CategoryMed3;MarqueMed1
1135;Medicament1135;Cond5;CategoryMed46;MarqueMed11
1136;Medicament1136;Cond4;CategoryMed37;MarqueMed13
1137;Medicament1137;Cond4;CategoryMed33;MarqueMed15
1138;Medicament1138;Cond8;CategoryMed27;MarqueMed1
1139;Medicament1139;Cond1;CategoryMed8;MarqueMed8
1140;Medicament1140;Cond13;CategoryMed27;MarqueMed6
1141;Medicament1141;Cond10;CategoryMed7;MarqueMed17
1142;Medicament1142;Cond11;CategoryMed50;MarqueMed21
1143;Medicament1143;Cond11;CategoryMed39;MarqueMed16
1144;Medicament1144;Cond7;CategoryMed43;MarqueMed16
1145;Medicament1145;Cond10;CategoryMed45;MarqueMed12
1146;Medicament1146;Cond13;CategoryMed20;MarqueMed6
1147;Medicament1147;Cond10;CategoryMed47;MarqueMed10
1148;Medicament1148;Cond11;CategoryMed2;MarqueMed10
1149;Medicament1149;Cond11;CategoryMed1;MarqueMed16
1150;Medicament1150;Cond2;CategoryMed35;MarqueMed19
1151;Medicament1151;Cond1;CategoryMed43;MarqueMed13
1152;Medicament1152;Cond2;CategoryMed19;MarqueMed20
1153;Medicament1153;Cond2;CategoryMed50;MarqueMed19
1154;Medicament1154;Cond3;CategoryMed42;MarqueMed4
1155;Medicament1155;Cond12;CategoryMed7;MarqueMed6
1156;Medicament1156;Cond3;CategoryMed3;MarqueMed10
1157;Medicament1157;Cond8;CategoryMed3;MarqueMed15
1158;Medicament1158;Cond9;CategoryMed8;MarqueMed11
1159;Medicament1159;Cond12;CategoryMed22;MarqueMed4
1160;Medicament1160;Cond6;CategoryMed48;MarqueMed11
1161;Medicament1161;Cond2;CategoryMed19;MarqueMed23
1162;Medicament1162;Cond5;CategoryMed4;MarqueMed4
1163;Medicament1163;Cond5;CategoryMed36;MarqueMed12
1164;Medicament1164;Cond9;CategoryMed38;MarqueMed22
1165;Medicament1165;Cond12;CategoryMed45;MarqueMed15
1166;Medicament1166;Cond2;CategoryMed26;MarqueMed6
1167;Medicament1167;Cond13;CategoryMed10;MarqueMed13
1168;Medicament1168;Cond13;CategoryMed48;MarqueMed19
1169;Medicament1169;Cond10;CategoryMed41;MarqueMed3
1170;Medicament1170;Cond9;CategoryMed7;MarqueMed16
1171;Medicament1171;Cond13;CategoryMed27;MarqueMed7
1172;Medicament1172;Cond11;CategoryMed4;MarqueMed23
1173;Medicament1173;Cond13;CategoryMed35;MarqueMed19
1174;Medicament1174;Cond1;CategoryMed19;MarqueMed20
1175;Medicament1175;Cond9;CategoryMed28;MarqueMed17
1176;Medicament1176;Cond3;CategoryMed30;MarqueMed8
1177;Medicament1177;Cond2;CategoryMed31;MarqueMed21
1178;Medicament1178;Cond8;CategoryMed4;MarqueMed16
1179;Medicament1179;Cond5;CategoryMed22;MarqueMed7
1180;Medicament1180;Cond4;CategoryMed44;MarqueMed16
1181;Medicament1181;Cond9;CategoryMed20;MarqueMed15
1182;Medicament1182;Cond4;CategoryMed48;MarqueMed16
1183;Medicament1183;Cond8;CategoryMed3;MarqueMed10
1184;Medicament1184;Cond1;CategoryMed25;MarqueMed23
1185;Medicament1185;Cond11;CategoryMed33;MarqueMed19
1186;Medicament1186;Cond6;CategoryMed29;MarqueMed11
1187;Medicament1187;Cond12;CategoryMed24;MarqueMed19
1188;Medicament1188;Cond4;CategoryMed33;MarqueMed1
1189;Medicament1189;Cond7;CategoryMed12;MarqueMed23
1190;Medicament1190;Cond2;CategoryMed46;MarqueMed11
1191;Medicament1191;Cond8;CategoryMed30;MarqueMed6
1192;Medicament1192;Cond11;CategoryMed42;MarqueMed8
1193;Medicament1193;Cond5;CategoryMed43;MarqueMed12
1194;Medicament1194;Cond2;CategoryMed47;MarqueMed17
1195;Medicament1195;Cond3;CategoryMed26;MarqueMed11
1196;Medicament1196;Cond7;CategoryMed2;MarqueMed2
1197;Medicament1197;Cond1;CategoryMed5;MarqueMed21
1198;Medicament1198;Cond3;CategoryMed45;MarqueMed22
1199;Medicament1199;Cond5;CategoryMed3;MarqueMed9
1200;Medicament1200;Cond1;CategoryMed23;MarqueMed7
1201;Medicament1201;Cond2;CategoryMed3;MarqueMed1
1202;Medicament1202;Cond3;CategoryMed26;MarqueMed2
1203;Medicament1203;Cond4;CategoryMed40;MarqueMed1
1204;Medicament1204;Cond6;CategoryMed18;MarqueMed21
1205;Medicament1205;Cond10;CategoryMed37;MarqueMed22
1206;Medicament1206;Cond6;CategoryMed38;MarqueMed1
1207;Medicament1207;Cond11;CategoryMed14;MarqueMed17
1208;Medicament1208;Cond5;CategoryMed31;MarqueMed10
1209;Medicament1209;Cond11;CategoryMed21;MarqueMed4
1210;Medicament1210;Cond5;CategoryMed27;MarqueMed12
1211;Medicament1211;Cond10;CategoryMed29;MarqueMed9
1212;Medicament1212;Cond1;CategoryMed10;MarqueMed9
1213;Medicament1213;Cond6;CategoryMed27;MarqueMed14
1214;Medicament1214;Cond7;CategoryMed6;MarqueMed9
1215;Medicament1215;Cond6;CategoryMed27;MarqueMed2
1216;Medicament1216;Cond4;CategoryMed1;MarqueMed8
1217;Medicament1217;Cond8;CategoryMed10;MarqueMed12
1218;Medicament1218;Cond13;CategoryMed23;MarqueMed7
1219;Medicament1219;Cond8;CategoryMed4;MarqueMed12
1220;Medicament1220;Cond7;CategoryMed23;MarqueMed15
1221;Medicament1221;Cond13;CategoryMed48;MarqueMed4
1222;Medicament1222;Cond2;CategoryMed39;MarqueMed9
1223;Medicament1223;Cond13;CategoryMed29;MarqueMed6
1224;Medicament1224;Cond11;CategoryMed18;MarqueMed22
1225;Medicament1225;Cond11;CategoryMed43;MarqueMed6
1226;Medicament1226;Cond7;CategoryMed31;MarqueMed19
1227;Medicament1227;Cond2;CategoryMed2;MarqueMed14
1228;Medicament1228;Cond8;CategoryMed14;MarqueMed14
1229;Medicament1229;Cond13;CategoryMed15;MarqueMed10
1230;Medicament1230;Cond2;CategoryMed5;MarqueMed12
1231;Medicament1231;Cond8;CategoryMed30;MarqueMed19
1232;Medicament1232;Cond11;CategoryMed17;MarqueMed1
1233;Medicament1233;Cond8;CategoryMed49;MarqueMed18
1234;Medicament1234;Cond13;CategoryMed32;MarqueMed21
1235;Medicament1235;Cond3;CategoryMed8;MarqueMed6
1236;Medicament1236;Cond11;CategoryMed22;MarqueMed3
1237;Medicament1237;Cond4;CategoryMed10;MarqueMed4
1238;Medicament1238;Cond1;CategoryMed3;MarqueMed2
1239;Medicament1239;Cond9;CategoryMed39;MarqueMed6
1240;Medicament1240;Cond5;CategoryMed22;MarqueMed7
1241;Medicament1241;Cond6;CategoryMed21;MarqueMed12
1242;Medicament1242;Cond1;CategoryMed37;MarqueMed6
1243;Medicament1243;Cond10;CategoryMed1;MarqueMed15
1244;Medicament1244;Cond13;CategoryMed4;MarqueMed15
1245;Medicament1245;Cond5;CategoryMed36;MarqueMed4
1246;Medicament1246;Cond6;CategoryMed37;MarqueMed19
1247;Medicament1247;Cond1;CategoryMed18;MarqueMed5
1248;Medicament1248;Cond2;CategoryMed22;MarqueMed12
1249;Medicament1249;Cond5;CategoryMed5;MarqueMed13
1250;Medicament1250;Cond9;CategoryMed20;MarqueMed11
1251;Medicament1251;Cond4;CategoryMed15;MarqueMed20
1252;Medicament1252;Cond6;CategoryMed45;MarqueMed4
1253;Medicament1253;Cond5;CategoryMed19;MarqueMed23
1254;Medicament1254;Cond9;CategoryMed15;MarqueMed13
1255;Medicament1255;Cond3;CategoryMed24;MarqueMed21
1256;Medicament1256;Cond13;CategoryMed2;MarqueMed10
1257;Medicament1257;Cond10;CategoryMed31;MarqueMed4
1258;Medicament1258;Cond2;CategoryMed41;MarqueMed22
1259;Medicament1259;Cond4;CategoryMed9;MarqueMed23
1260;Medicament1260;Cond10;CategoryMed40;MarqueMed7
1261;Medicament1261;Cond13;CategoryMed27;MarqueMed1
1262;Medicament1262;Cond4;CategoryMed7;MarqueMed20
1263;Medicament1263;Cond5;CategoryMed27;MarqueMed21
1264;Medicament1264;Cond12;CategoryMed49;MarqueMed2
1265;Medicament1265;Cond9;CategoryMed44;MarqueMed1
1266;Medicament1266;Cond2;CategoryMed19;MarqueMed18
1267;Medicament1267;Cond12;CategoryMed20;MarqueMed10
1268;Medicament1268;Cond4;CategoryMed50;MarqueMed22
1269;Medicament1269;Cond11;CategoryMed48;MarqueMed17
1270;Medicament1270;Cond2;CategoryMed7;MarqueMed2
1271;Medicament1271;Cond1;CategoryMed24;MarqueMed10
1272;Medicament1272;Cond3;CategoryMed38;MarqueMed7
1273;Medicament1273;Cond13;CategoryMed41;MarqueMed22
1274;Medicament1274;Cond12;CategoryMed2;MarqueMed19
1275;Medicament1275;Cond3;CategoryMed34;MarqueMed11
1276;Medicament1276;Cond9;CategoryMed36;MarqueMed21
1277;Medicament1277;Cond9;CategoryMed4;MarqueMed14
1278;Medicament1278;Cond12;CategoryMed10;MarqueMed6
1279;Medicament1279;Cond11;CategoryMed22;MarqueMed12
1280;Medicament1280;Cond11;CategoryMed25;MarqueMed7
1281;Medicament1281;Cond6;CategoryMed20;MarqueMed8
1282;Medicament1282;Cond5;CategoryMed23;MarqueMed1
1283;Medicament1283;Cond13;CategoryMed34;MarqueMed1
1284;Medicament1284;Cond8;CategoryMed21;MarqueMed20
1285;Medicament1285;Cond8;CategoryMed23;MarqueMed23
1286;Medicament1286;Cond11;CategoryMed28;MarqueMed21
1287;Medicament1287;Cond10;CategoryMed2;MarqueMed5
1288;Medicament1288;Cond13;CategoryMed40;MarqueMed10
1289;Medicament1289;Cond11;CategoryMed17;MarqueMed9
1290;Medicament1290;Cond9;CategoryMed26;MarqueMed17
1291;Medicament1291;Cond8;CategoryMed19;MarqueMed17
1292;Medicament1292;Cond7;CategoryMed19;MarqueMed21
1293;Medicament1293;Cond10;CategoryMed3;MarqueMed20
1294;Medicament1294;Cond1;CategoryMed11;MarqueMed8
1295;Medicament1295;Cond9;CategoryMed36;MarqueMed10
1296;Medicament1296;Cond1;CategoryMed47;MarqueMed13
1297;Medicament1297;Cond7;CategoryMed13;MarqueMed10
1298;Medicament1298;Cond12;CategoryMed40;MarqueMed4
1299;Medicament1299;Cond6;CategoryMed26;MarqueMed23
1300;Medicament1300;Cond7;CategoryMed24;MarqueMed6
1301;Medicament1301;Cond3;CategoryMed18;MarqueMed12
1302;Medicament1302;Cond10;CategoryMed8;MarqueMed21
1303;Medicament1303;Cond13;CategoryMed36;MarqueMed4
1304;Medicament1304;Cond3;CategoryMed42;MarqueMed11
1305;Medicament1305;Cond12;CategoryMed24;MarqueMed6
1306;Medicament1306;Cond1;CategoryMed36;MarqueMed6
1307;Medicament1307;Cond12;CategoryMed12;MarqueMed1
1308;Medicament1308;Cond9;CategoryMed25;MarqueMed3
1309;Medicament1309;Cond7;CategoryMed6;MarqueMed7
1310;Medicament1310;Cond9;CategoryMed22;MarqueMed2
1311;Medicament1311;Cond3;CategoryMed31;MarqueMed3
1312;Medicament1312;Cond1;CategoryMed41;MarqueMed8
1313;Medicament1313;Cond5;CategoryMed46;MarqueMed22
1314;Medicament1314;Cond5;CategoryMed1;MarqueMed3
1315;Medicament1315;Cond10;CategoryMed45;MarqueMed5
1316;Medicament1316;Cond1;CategoryMed3;MarqueMed19
1317;Medicament1317;Cond8;CategoryMed14;MarqueMed10
1318;Medicament1318;Cond7;CategoryMed43;MarqueMed23
1319;Medicament1319;Cond4;CategoryMed30;MarqueMed15
1320;Medicament1320;Cond13;CategoryMed35;MarqueMed4
1321;Medicament1321;Cond8;CategoryMed29;MarqueMed3
1322;Medicament1322;Cond13;CategoryMed42;MarqueMed15
1323;Medicament1323;Cond12;CategoryMed44;MarqueMed19
1324;Medicament1324;Cond12;CategoryMed40;MarqueMed2
1325;Medicament1325;Cond10;CategoryMed45;MarqueMed1
1326;Medicament1326;Cond13;CategoryMed16;MarqueMed1
1327;Medicament1327;Cond11;CategoryMed20;MarqueMed3
1328;Medicament1328;Cond7;CategoryMed30;MarqueMed21
1329;Medicament1329;Cond7;CategoryMed1;MarqueMed13
1330;Medicament1330;Cond1;CategoryMed16;MarqueMed14
1331;Medicament1331;Cond8;CategoryMed7;MarqueMed12
1332;Medicament1332;Cond2;CategoryMed17;MarqueMed11
1333;Medicament1333;Cond1;CategoryMed27;MarqueMed21
1334;Medicament1334;Cond2;CategoryMed11;MarqueMed1
1335;Medicament1335;Cond10;CategoryMed30;MarqueMed3
1336;Medicament1336;Cond10;CategoryMed41;MarqueMed2
1337;Medicament1337;Cond6;CategoryMed36;MarqueMed20
1338;Medicament1338;Cond4;CategoryMed26;MarqueMed12
1339;Medicament1339;Cond4;CategoryMed25;MarqueMed12
1340;Medicament1340;Cond1;CategoryMed30;MarqueMed11
1341;Medicament1341;Cond8;CategoryMed50;MarqueMed17
1342;Medicament1342;Cond6;CategoryMed12;MarqueMed19
1343;Medicament1343;Cond4;CategoryMed14;MarqueMed12
1344;Medicament1344;Cond10;CategoryMed36;MarqueMed13
1345;Medicament1345;Cond4;CategoryMed22;MarqueMed16
1346;Medicament1346;Cond9;CategoryMed16;MarqueMed5
1347;Medicament1347;Cond8;CategoryMed32;MarqueMed22
1348;Medicament1348;Cond10;CategoryMed2;MarqueMed22
1349;Medicament1349;Cond13;CategoryMed5;MarqueMed2
1350;Medicament1350;Cond3;CategoryMed7;MarqueMed8
1351;Medicament1351;Cond11;CategoryMed29;MarqueMed19
1352;Medicament1352;Cond11;CategoryMed49;MarqueMed17
1353;Medicament1353;Cond10;CategoryMed9;MarqueMed2
1354;Medicament1354;Cond12;CategoryMed23;MarqueMed10
1355;Medicament1355;Cond3;CategoryMed26;MarqueMed17
1356;Medicament1356;Cond3;CategoryMed27;MarqueMed6
1357;Medicament1357;Cond1;CategoryMed26;MarqueMed22
1358;Medicament1358;Cond5;CategoryMed5;MarqueMed23
1359;Medicament1359;Cond5;CategoryMed1;MarqueMed14
1360;Medicament1360;Cond10;CategoryMed18;MarqueMed1
1361;Medicament1361;Cond2;CategoryMed28;MarqueMed8
1362;Medicament1362;Cond11;CategoryMed41;MarqueMed2
1363;Medicament1363;Cond12;CategoryMed30;MarqueMed23
1364;Medicament1364;Cond5;CategoryMed32;MarqueMed14
1365;Medicament1365;Cond2;CategoryMed13;MarqueMed10
1366;Medicament1366;Cond13;CategoryMed13;MarqueMed23
1367;Medicament1367;Cond3;CategoryMed7;MarqueMed19
1368;Medicament1368;Cond5;CategoryMed47;MarqueMed6
1369;Medicament1369;Cond2;CategoryMed43;MarqueMed1
1370;Medicament1370;Cond4;CategoryMed44;MarqueMed6
1371;Medicament1371;Cond11;CategoryMed45;MarqueMed13
1372;Medicament1372;Cond9;CategoryMed29;MarqueMed18
1373;Medicament1373;Cond9;CategoryMed1;MarqueMed7
1374;Medicament1374;Cond4;CategoryMed21;MarqueMed5
1375;Medicament1375;Cond2;CategoryMed19;MarqueMed20
1376;Medicament1376;Cond2;CategoryMed23;MarqueMed3
1377;Medicament1377;Cond3;CategoryMed24;MarqueMed6
1378;Medicament1378;Cond9;CategoryMed16;MarqueMed4
1379;Medicament1379;Cond2;CategoryMed20;MarqueMed19
1380;Medicament1380;Cond13;CategoryMed39;MarqueMed5
1381;Medicament1381;Cond5;CategoryMed29;MarqueMed13
1382;Medicament1382;Cond1;CategoryMed34;MarqueMed19
1383;Medicament1383;Cond9;CategoryMed44;MarqueMed12
1384;Medicament1384;Cond13;CategoryMed6;MarqueMed11
1385;Medicament1385;Cond12;CategoryMed33;MarqueMed8
1386;Medicament1386;Cond13;CategoryMed30;MarqueMed8
1387;Medicament1387;Cond10;CategoryMed15;MarqueMed10
1388;Medicament1388;Cond10;CategoryMed29;MarqueMed2
1389;Medicament1389;Cond5;CategoryMed49;MarqueMed15
1390;Medicament1390;Cond6;CategoryMed33;MarqueMed11
1391;Medicament1391;Cond8;CategoryMed43;MarqueMed18
1392;Medicament1392;Cond1;CategoryMed43;MarqueMed20
1393;Medicament1393;Cond4;CategoryMed20;MarqueMed7
1394;Medicament1394;Cond8;CategoryMed19;MarqueMed2
1395;Medicament1395;Cond13;CategoryMed41;MarqueMed23
1396;Medicament1396;Cond7;CategoryMed33;MarqueMed4
1397;Medicament1397;Cond4;CategoryMed31;MarqueMed19
1398;Medicament1398;Cond1;CategoryMed27;MarqueMed15
1399;Medicament1399;Cond9;CategoryMed49;MarqueMed5
1400;Medicament1400;Cond4;CategoryMed39;MarqueMed11
1401;Medicament1401;Cond10;CategoryMed47;MarqueMed2
1402;Medicament1402;Cond9;CategoryMed30;MarqueMed1
1403;Medicament1403;Cond9;CategoryMed9;MarqueMed22
1404;Medicament1404;Cond12;CategoryMed50;MarqueMed8
1405;Medicament1405;Cond1;CategoryMed35;MarqueMed15
1406;Medicament1406;Cond3;CategoryMed2;MarqueMed17
1407;Medicament1407;Cond13;CategoryMed18;MarqueMed18
1408;Medicament1408;Cond10;CategoryMed44;MarqueMed21
1409;Medicament1409;Cond4;CategoryMed9;MarqueMed22
